Number,Class,Proper Shipping Name,Health,Fire,Reactivity,Special
2508,8,Molybdenum pentachloride,,,,
2509,8,Potassium hydrogen sulfate,,,,
2511,8,2-Chloropropionic acid,,,,
2512,6.1,Aminophenols (o-; m-; p-),,,,
2513,8,Bromoacetyl bromide,,,,
2514,3,Bromobenzene,,,,
2515,6.1,Bromoform,,,,
2516,6.1,Carbon tetrabromide,,,,
2517,2,"1-Chloro-1,1-difluoroethane or Refrigerant gas R 142b",,,,
2518,6.1,"1,5,9-Cyclododecatriene",,,,
2520,3,Cyclooctadienes,,,,
2521,6.1,"Diketene, inhibited",3,2,2,
2522,6.1,2-Dimethylaminoethyl methacrylate,,,,
2524,3,Ethyl orthoformate,,,,
2525,6.1,Ethyl oxalate,,,,
2526,3,Furfurylamine,,,,
2527,3,"Isobutyl acrylate, inhibited",,,,
2528,3,Isobutyl isobutyrate,,,,
2529,3,Isobutyric acid,,,,
2531,8,"Methacrylic acid, inhibited",3,2,2,
2533,6.1,Methyl trichloroacetate,,,,
2534,2,Methylchlorosilane,,,,
2535,3,4-Methylmorpholine or n-methylmorpholine,,,,
2536,3,Methyltetrahydrofuran,,,,
2538,4.1,Nitronaphthalene,,,,
2541,3,Terpinolene,,,,
2542,6.1,Tributylamine,3,2,0,
2545,4.2,"Hafnium powder, dry",,,,
2546,4.2,"Titanium powder, dry",,,,
2547,5.1,Sodium superoxide,,,,
2548,2,Chlorine pentafluoride,,,,
2552,6.1,Hexafluoroacetone hydrate,,,,
2554,3,Methyl allyl chloride,,,,
2555,4.1,"Nitrocellulose with water with not less than 25 percent water, by mass",,,,
2556,4.1,"Nitrocellulose, with alcohol with not less than 25 percent alcohol, by mass, and with not more than 12.6 percent nitrogen, by dry mass",,,,
2557,4.1,"Nitrocellulose, with not more than 12.6 percent nitrogen, by dry mass, or Nitrocellulose mixture with pigment or Nitrocellulose mixture with plasticizer or Nitrocellulose mixture with pigment and plasticizer",,,,
2558,6.1,Epibromohydrin,,,,
2560,3,2-Methylpentan-2-ol,,,,
2561,3,3-Methyl-1-butene,,,,
2564,8,"Trichloroacetic acid, solution",,,,
2565,8,Dicyclohexylamine,,,,
2567,6.1,Sodium pentachlorophenate,,,,
2570,6.1,Cadmium compounds,,,,
2571,8,Alkylsulfuric acids,,,,
2572,6.1,Phenylhydrazine,,,,
2573,5.1,Thallium chlorate,,,,
2574,6.1,Tricresyl phosphate with more than 3 percent ortho isomer,,,,
2576,8,"Phosphorus oxybromide, molten",,,,
2577,8,Phenylacetyl chloride,,,,
2578,8,Phosphorus trioxide,,,,
2579,8,Piperazine,,,,
2580,8,"Aluminum bromide, solution",,,,
2581,8,"Aluminum chloride, solution",3,0,2,w
2582,8,"Ferric chloride, solution",,,,
2583,8,"Alkyl sulfonic acids, solid or Aryl sulfonic acids, solid with more than 5 percent free sulfuric acid",,,,
2584,8,"Alkyl sulfonic acids, liquid or Aryl sulfonic acids, liquid with more than 5 percent free sulfuric acid",,,,
2585,8,"Alkyl sulfonic acids, solid or Aryl sulfonic acids, solid with not more than 5 percent free sulfuric acid",,,,
2586,8,"Alkyl sulfonic acids, liquid or Aryl sulfonic acids, liquid with not more than 5 percent free sulfuric acid",,,,
2587,6.1,Benzoquinone,,,,
2588,6.1,"Pesticides, solid, toxic, not otherwise specified",,,,
2589,6.1,Vinyl chloroacetate,,,,
2590,9,"White asbestos (chrysotile, actinolite, anthophyllite, tremolite)",,,,
2591,2,"Xenon, refrigerated liquid (cryogenic liquids)",,,,
2599,2,Chlorotrifluoromethane and trifluoromethane azeotropic mixture or Refrigerant gas R 503 with approximately 60 percent chlorotrifluoromethane,,,,
2601,2,Cyclobutane,,,,
2602,2,Dichlorodifluoromethane and difluoroethane azeotropic mixture or Refrigerant gas R 500 with approximately 74 percent dichlorodifluoromethane,,,,
2603,3,Cycloheptatriene,,,,
2604,8,Boron trifluoride diethyl etherate,,,,
2605,3,Methoxymethyl isocyanate,,,,
2606,6.1,Methyl orthosilicate,,,,
2607,3,"Acrolein dimer, stabilized",,,,
2608,3,Nitropropanes,1,3,2,
2609,6.1,Triallyl borate,,,,
2610,3,Triallylamine,,,,
2611,6.1,Propylene chlorohydrin,,,,
2612,3,Methyl propyl ether,,,,
2614,3,Methallyl alcohol,,,,
2615,3,Ethyl propyl ether,,,,
2616,3,Triisopropyl borate,,,,
2617,3,"Methylcyclohexanols, flammable",,,,
2618,3,"Vinylanilines, inhibited",,,,
2619,8,Benzyldimethylamine,,,,
2620,3,Amyl butyrates,,,,
2621,3,Acetyl methyl carbinol,,,,
2622,3,Glycidaldehyde,,,,
2623,4.1,"Firelighters, solid with flammable liquid",,,,
2624,4.3,Magnesium silicide,,,,
2626,5.1,"Chloric acid aqueous solution, with not more than 10 percent chloric acid",,,,
2627,5.1,"Nitrites, inorganic, n.o.s.",,,,
2628,6.1,Potassium fluoroacetate,,,,
2629,6.1,Sodium fluoroacetate,,,,
2630,6.1,Selenate or Selenite,,,,
2642,6.1,Fluoroacetic acid,,,,
2643,6.1,Methyl bromoacetate,,,,
2644,6.1,Methyl iodide,,,,
2645,6.1,Phenacyl bromide,,,,
2646,6.1,Hexachlorocyclopentadiene,,,,
2647,6.1,Malononitrile,,,,
2648,6.1,"1,2-Dibromoethane-3-one",,,,
2649,6.1,"1,3-Dichloroacetone",,,,
2650,6.1,"1,1-Dichloro-1-nitroethane",,,,
2651,6.1,"4,4'-Diaminodiphenylmethane",,,,
2653,6.1,Benzyl iodide,,,,
2655,6.1,Potassium fluorosilicate,,,,
2656,6.1,Quinoline,,,,
2657,6.1,Selenium disulfide,,,,
2659,6.1,Sodium chloroacetate,,,,
2660,6.1,Nitrotoluidines (mono),,,,
2661,6.1,Hexachloroacetone,,,,
2664,6.1,Dibromomethane,,,,
2667,6.1,Butyltoluenes,,,,
2668,6.1,Chloroacetonitrile,3,2,0,
2669,6.1,"Chlorocresols, liquid or Chlorocresols, solid",,,,
2670,8,Cyanuric chloride,,,,
2671,6.1,Aminopyridines (o-; m-; p-),,,,
2672,8,"Ammonia solution, relative density between 0.880 and 0.957 at 15 °C in water, with more than 10 percent but not more than 35 percent ammonia",,,,
2673,6.1,2-Amino-4-chlorophenol,,,,
2674,6.1,Sodium fluorosilicate,,,,
2676,2,Stibine,3,4,2,
2677,8,Rubidium hydroxide solution,,,,
2678,8,Rubidium hydroxide,,,,
2679,8,Lithium hydroxide solution,,,,
2680,8,"Lithium hydroxide, monohydrate or Lithium hydroxide, solid",,,,
2681,8,Caesium hydroxide solution,,,,
2682,8,Caesium hydroxide,,,,
2683,8,Ammonium sulfide solution,,,,
2684,3,Diethylaminopropylamine,,,,
2685,8,"N,N-Diethylethylenediamine",,,,
2686,8,2-Diethylaminoethanol,,,,
2687,4.1,Dicyclohexylammonium nitrate,,,,
2688,6.1,1-Chloro-3-bromopropane,,,,
2689,6.1,Glycerol alpha-monochlorohydrin,,,,
2690,6.1,"N,n-Butyl imidazole",,,,
2691,8,Phosphorus pentabromide,,,,
2692,8,Boron tribromide,3,0,2,w
2693,8,"Bisulfites, aqueous solutions, n.o.s.",,,,
2698,8,Tetrahydrophthalic anhydrides with more than 0.05 percent of maleic anhydride,,,,
2699,8,Trifluoroacetic acid,,,,
2705,8,1-Pentol aka (2E)-3-Methyl-2-penten-4-yn-1-ol,,,,
2707,3,Dimethyldioxanes,,,,
2709,3,Butyl benzenes,,,,
2710,3,Dipropyl ketone,,,,
2713,6.1,Acridine,,,,
2714,4.1,Zinc resinate,,,,
2715,4.1,Aluminum resinate,,,,
2716,6.1,"1,4-Butynediol",,,,
2717,4.1,"Camphor, synthetic",,,,
2719,5.1,Barium bromate,,,,
2720,5.1,Chromium nitrate,,,,
2721,5.1,Copper chlorate,,,,
2722,5.1,Lithium nitrate,,,,
2723,5.1,Magnesium chlorate,,,,
2724,5.1,Manganese nitrate,,,,
2725,5.1,Nickel nitrate,,,,
2726,5.1,Nickel nitrite,,,,
2727,6.1,Thallium nitrate,,,,
2728,5.1,Zirconium nitrate,,,,
2729,6.1,Hexachlorobenzene,,,,
2730,6.1,Nitroanisole,,,,
2732,6.1,Nitrobromobenzenes liquid or Nitrobromobenzenes solid,,,,
2733,3,"Amines, flammable, corrosive, n.o.s. or Polyamines, flammable, corrosive, n.o.s.",,,,
2734,8,"Amines, liquid, corrosive, flammable, n.o.s. or Polyamines, liquid, corrosive, flammable, n.o.s.",,,,
2735,8,"Amines, liquid, corrosive, n.o.s. or Polyamines, liquid, corrosive, n.o.s.",,,,
2738,6.1,N-Butylaniline,,,,
2739,8.1,Butyric anhydride,,,,
2740,6.1,n-Propyl chloroformate,,,,
2741,5.1,Barium hypochlorite with more than 22 percent available chlorine,,,,
2742,6.1,"Chloroformates, toxic, corrosive, flammable, n.o.s.",,,,
2743,6.1,n-Butyl chloroformate,,,,
2744,6.1,Cyclobutyl chloroformate,,,,
2745,6.1,Chloromethyl chloroformate,,,,
2746,6.1,Phenyl chloroformate,,,,
2747,6.1,tert-Butylcyclohexylchloroformate,,,,
2748,6.1,2-Ethylhexyl chloroformate,,,,
2749,3,Tetramethylsilane,,,,
2750,6.1,"1,3-Dichloropropan-2-ol",,,,
2751,8,Diethylthiophosphoryl chloride,,,,
2752,3,"1,2-Epoxy-3-ethoxypropane",,,,
2753,6.1,N-Ethylbenzyltoluidines liquid or N-Ethylbenzyltoluidines solid,,,,
2754,6.1,N-Ethyltoluidines,,,,
2757,6.1,"Carbamate pesticides, solid, toxic",,,,
2758,3,"Carbamate pesticides, liquid, flammable, toxic, flashpoint less than 23 °C",,,,
2759,6.1,"Arsenical pesticides, solid, toxic",,,,
2760,3,"Arsenical pesticides, liquid, flammable, toxic, flashpoint less than 23 °C",,,,
2761,6.1,"Organochlorine pesticides, solid, toxic",,,,
2762,3,"Organochlorine pesticides liquid, flammable, toxic, flashpoint less than 23 °C",,,,
2763,6.1,"Triazine pesticides, solid, toxic",,,,
2764,3,"Triazine pesticides, liquid, flammable, toxic, flashpoint less than 23 °C",,,,
2771,6.1,"Thiocarbamate pesticides, solid, toxic",,,,
2772,3,"Thiocarbamate pesticide, liquid, flammable, toxic, flashpoint less than 23 °C",,,,
2775,6.1,"Copper based pesticides, solid, toxic",,,,
2776,3,"Copper based pesticides, liquid, flammable, toxic, flashpoint less than 23 °C",,,,
2777,6.1,"Mercury based pesticides, solid, toxic",,,,
2778,3,"Mercury based pesticides, liquid, flammable, toxic, flashpoint less than 23 °C",,,,
2779,6.1,"Substituted nitrophenol pesticides, solid, toxic",,,,
2780,3,"Substituted nitrophenol pesticides, liquid, flammable, toxic, flashpoint less than 23 °C",,,,
2781,6.1,"Bipyridilium pesticides, solid, toxic",,,,
2782,3,"Bipyridilium pesticides, liquid, flammable, toxic, flashpoint less than 23 °C",,,,
2783,6.1,"Organophosphorus pesticides, solid, toxic",,,,
2784,3,"Organophosphorus pesticides, liquid, flammable, toxic, flashpoint less than 23 °C",,,,
2785,6.1,4-Thiapentanal,,,,
2786,6.1,"Organotin pesticides, solid, toxic",,,,
2787,3,"Organotin pesticides, liquid, flammable, toxic, flashpoint less than 23 °C",,,,
2788,6.1,"Organotin compounds, liquid, n.o.s.",,,,
2789,8,"Acetic acid, glacial or Acetic acid solution, with more than 80 percent acid, by mass",2,2,0,
2790,8,"Acetic acid solution, not less than 50 percent but not more than 80 percent acid, by mass or Acetic acid solution, with more than 10 percent and less than 50 percent acid, by mass",,,,
2793,4.2,Ferrous metal borings or Ferrous metal shavings or Ferrous metal turnings or Ferrous metal cuttings in a form liable to self-heating,,,,
2794,8,"Batteries, wet, filled with acid, electric storage",,,,
2795,8,"Batteries, wet, filled with alkali, electric storage",,,,
2796,8,"Battery fluid, acid or Sulfuric acid with not more than 51 percent acid",,,,
2797,8,"Battery fluid, alkali",,,,
2798,8,Phenylphosphorus Dichloride,,,,
2799,8,Phenylphosphorus Thiodichloride,,,,
2800,8,"Batteries, wet, non-spillable, electric storage",,,,
2801,8,"Dyes, liquid, corrosive, n.o.s. or Dye intermediates, liquid, corrosive, n.o.s.",,,,
2802,8,Copper(II) chloride,,,,
2803,8,Gallium,,,,
2805,4.3,"Lithium hydride, fused solid",,,,
2806,4.3,Lithium nitride,,,,
2807,9,Magnetized material,,,,
2809,8,Mercury or Mercury contained in manufactured articles,,,,
2810,6.1,"Toxic liquids, organic, n.o.s. or Toxic, liquids, organic, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B",,,,
2811,6.1,"Toxic solid, organic, n.o.s.",,,,
2812,8,"Sodium aluminate, solid",,,,
2813,4.3,"Water-reactive solid, n.o.s.",,,,
2814,6.2,"Infectious substance, affecting humans or Infectious Substance, affecting humans (Risk Group 2).",,,,
2815,8,N-Aminoethylpiperazine,,,,
2817,8,"Ammonium hydrogendifluoride, solution",,,,
2818,8,"Ammonium polysulfide, solution",,,,
2819,8,Amyl acid phosphate,,,,
2820,8,Butyric acid,3,2,0,
2821,6.1,Phenol solutions,3,2,0,
2822,6.1,2-Chloropyridine,,,,
2823,8,Crotonic acid liquid or Crotonic acid solid,,,,
2826,8,Ethyl chlorothioformate,,,,
2829,8,Caproic acid,,,,
2830,4.3,Lithium ferrosilicon,,,,
2831,6.1,"1,1,1-Trichloroethane",,,,
2834,8,Phosphorous acid,,,,
2835,4.3,Sodium aluminum hydride,,,,
2837,8,"Bisulfate, aqueous solution",,,,
2838,3,"Vinyl butyrate, inhibited",,,,
2839,6.1,Aldol,,,,
2840,3,Butyraldoxime,,,,
2841,3,Di-n-amylamine,,,,
2842,3,Nitroethane,1,3,3,
2844,4.3,Calcium manganese silicon,,,,
2845,4.2,"Pyrophoric liquids, organic, n.o.s.",,,,
2846,4.2,"Pyrophoric solids, organic, n.o.s.",,,,
2849,6.1,3-Chloropropan-1-ol,,,,
2850,3,Propylene tetramer,,,,
2851,8,Boron trifluoride dihydrate,,,,
2852,4.1,"Dipicryl sulfide, wetted with not less than 10 percent water, by mass",,,,
2853,6.1,Magnesium fluorosilicate,,,,
2854,6.1,Ammonium fluorosilicate,,,,
2855,6.1,Zinc fluorosilicate,,,,
2856,6.1,"Fluorosilicates, n.o.s.",,,,
2857,2,"Refrigerating machines, containing nonflammable, nontoxic, liquefied gas or ammonia solution (UN2672)",,,,
2858,4.1,"Zirconium, dry, coiled wire, finished metal sheets, strip (thinner than 254 micrometres but not thinner than 18 micrometres)",,,,
2859,6.1,Ammonium metavanadate,,,,
2861,6.1,Ammonium polyvanadate,,,,
2862,6.1,"Vanadium pentoxide, nonfused form",,,,
2863,6.1,Sodium ammonium vanadate,,,,
2864,6.1,Potassium metavanadate,,,,
2865,8,Hydroxylamine sulfate,,,,
2869,8,Titanium trichloride mixtures,,,,
2870,4.2,Aluminum borohydride or Aluminum borohydride in devices,,,,
2871,6.1,Antimony powder,,,,
2872,6.1,Dibromochloropropane,,,,
2873,6.1,Dibutylaminoethanol,,,,
2874,6.1,Furfuryl alcohol,,,,
2875,6.1,Hexachlorophene,,,,
2876,6.1,Resorcinol,,,,
2878,4.1,Titanium sponge granules or Titanium sponge powders,,,,
2879,8,Selenium oxychloride,,,,
2880,5.1,"Calcium hypochlorite, hydrated or Calcium hypochlorite, hydrated mixtures, with not less than 5.5 percent but not more than 10 percent water",,,,
2881,4.2,"Metal catalyst, dry",,,,
2900,6.2,"Infectious substance, affecting animals",,,,
2901,2.3,Bromine chloride,,,,
2902,6.1,"Pesticides, liquid, toxic, n.o.s.",,,,
2903,6.1,"Pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
2904,8,"Chlorophenolates, liquid or Phenolates, liquid",,,,
2905,8,"Chlorophenolates, solid or Phenolates, solid",,,,
2907,4.1,"Isosorbide dinitrate mixture with not less than 60 percent lactose, mannose, starch or calcium hydrogen phosphate",,,,
2908,7,"Radioactive material, excepted package—empty packaging",,,,
2909,7,"Radioactive material, excepted package-articles manufactured from natural or depleted uranium or natural thorium",,,,
2910,7,"Radioactive material, excepted package-limited quantity of material",,,,
2911,7,"Radioactive material, excepted package-instruments or articles",,,,
2912,7,"Radioactive material, low specific activity (LSA-I) [non fissile or fissile-excepted] Radon gas",,,,
2913,7,"Radioactive material, surface contaminated objects (SCO-I or SCO-II) [non fissile or fissile-excepted]",,,,
2915,7,"Radioactive material, Type A package [non-special form, non fissile or fissile-excepted]",,,,
2916,7,"Radioactive material, Type B(U) package [non fissile or fissile-excepted]",,,,
2917,7,"Radioactive material, Type B(M) package [non fissile or fissile-excepted]",,,,
2919,7,"Radioactive material, transported under special arrangement, [non fissile or fissile excepted]",,,,
2920,8,"Corrosive liquids, flammable, n.o.s.",,,,
2921,8,"Corrosive solids, flammable, n.o.s.",,,,
2922,8(6.1),"Corrosive liquids, toxic, n.o.s.",,,,
2923,8,"Corrosive solids, toxic, n.o.s.",,,,
2924,3,"Flammable liquid, corrosive, n.o.s.",,,,
2925,4.1,"Flammable solids, corrosive, organic, n.o.s.",,,,
2926,4.1,"Flammable solids, toxic, organic, n.o.s.",,,,
2927,6.1,"Toxic liquid, corrosive, organic, n.o.s. or Toxic liquid, corrosive, organic, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B",,,,
2928,6.1,"Toxic solid, corrosive, organic, n.o.s.",,,,
2929,6.1,"Toxic liquid, flammable, organic, n.o.s. or Toxic liquid, flammable, organic, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B",,,,
2930,6.1,"Toxic solids, flammable, organic, n.o.s.",,,,
2931,6.1,Vanadyl sulfate,,,,
2933,3,Methyl 2-chloropropionate,,,,
2934,3,Isopropyl 2-chloropropionate,,,,
2935,3,Ethyl 2-chloropropionate,,,,
2936,6.1,Thiolactic acid,,,,
2937,6.1,alpha-Methylbenzyl alcohol,,,,
2940,4.2,9-Phosphabicyclo-nonanes (Cyclooctadiene phosphines),,,,
2941,6.1,Fluoroanilines,,,,
2942,6.1,2-Trifluoromethylaniline,,,,
2943,3,Tetrahydrofurfurylamine,,,,
2945,8,N-Methylbutylamine,,,,
2946,6.1,2-Amino-5-diethylaminopentane,,,,
2947,3,Isopropyl chloroacetate,,,,
2948,6.1,3-Trifluoromethylaniline,,,,
2949,8,"Sodium hydrosulfide, with not less than 25 percent water of crystallization",,,,
2950,4.3,"Magnesium granules, coated particle size not less than 149 micrometres",,,,
2956,4.1,"5-tert-Butyl-2,4,6-trinitro-m-xylene or Musk xylene",,,,
2965,4.3,Boron trifluoride dimethyl etherate,,,,
2966,6.1,Thioglycol,,,,
2967,8,Sulfamic acid,,,,
2968,4.3,"Maneb stabilized or Maneb preparations, stabilized against self-heating",,,,
2969,9,Castor beans or Castor meal or Castor pomace or Castor flake,,,,
2977,7,"Uranium hexafluoride, fissile",,,,
2978,7,"Uranium hexafluoride, [non fissile or fissile-excepted]",,,,
2983,3,Ethylene oxide and propylene oxide mixtures with not more than 30 percent ethylene oxide,,,,
2984,5.1,"Hydrogen peroxide, aqueous solutions with not less than 8 percent but less than 20 percent hydrogen peroxide (stabilized as necessary)",,,,
2985,3,"Chlorosilanes, flammable, corrosive, n.o.s.",3,3,2,w
2986,3,"Chlorosilanes, corrosive, flammable, n.o.s.",3,3,2,w
2987,8,"Chlorosilanes, corrosive, n.o.s.",3,3,2,w
2988,4.3,"Chlorosilanes, water-reactive, flammable, corrosive, n.o.s.",3,3,2,w
2989,4.1,"Lead phosphite, dibasic",,,,
2990,9,"Life-saving appliances, self-inflating",,,,
2991,3,"Carbamate pesticide, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
2992,6.1,"Carbamate pesticides, liquid, toxic",,,,
2993,3,"Arsenical pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
2994,6.1,"Arsenical pesticides, liquid, toxic",,,,
2995,6.1,"Organochlorine pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
2996,6.1,"Organochlorine pesticide, liquid, toxic",,,,
2997,6.1,"Triazine pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
2998,6.1,"Triazine pesticides, liquid, toxic",,,,
3005,6.1,"Thiocarbamate pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
3006,6.1,"Thiocarbamate pesticide, liquid, toxic",,,,
3009,6.1,"Copper based pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
3010,6.1,"Copper based pesticides, liquid, toxic",,,,
3011,6.1,"Mercury based pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
3012,6.1,"Mercury based pesticides, liquid, toxic",,,,
3013,6.1,"Substituted nitrophenol pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
3014,6.1,"Substituted nitrophenol pesticides, liquid, toxic",,,,
3015,6.1,"Bipyridilium pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
3016,6.1,"Bipyridilium pesticides, liquid, toxic",,,,
3017,6.1,"Organophosphorus pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
3018,6.1,"Organophosphorus pesticides, liquid, toxic",,,,
3019,6.1,"Organotin pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
3020,6.1,"Organotin pesticides, liquid, toxic",,,,
3021,3,"Pesticides, liquid, flammable, toxic, flashpoint less than 23 °C",,,,
3022,3,"1,2-Butylene oxide, stabilized",,,,
3023,6.1,2-Methyl-2-heptanethiol,,,,
3024,3,"Coumarin derivative pesticides, liquid, flammable, toxic, flashpoint less than 23 °C",,,,
3025,6.1,"Coumarin derivative pesticides, liquid, toxic, flammable, flashpoint not less than 23 °C",,,,
3026,6.1,"Coumarin derivative pesticides, liquid, toxic",,,,
3027,6.1,"Coumarin derivative pesticides, solid, toxic",,,,
3028,8,"Batteries, dry, containing potassium hydroxide solid, electric, storage",,,,
3048,6.1,Aluminium phosphide pesticides,,,,
3054,3,Cyclohexyl mercaptan,,,,
3055,8,2-(2-Aminoethoxy) ethanol,,,,
3056,3,n-Heptaldehyde,,,,
3057,2,Trifluoroacetyl chloride,,,,
3064,3,"Nitroglycerin, solution in alcohol, with more than 1 percent but not more than 5 percent nitroglycerin",,,,
3065,3,Alcoholic beverages,,,,
3066,8,Paint or Paint related material,,,,
3070,2.2,Ethylene oxide and dichlorodifluoromethane mixture with not more than 12.5 percent ethylene oxide,,,,
3071,6.1,"Mercaptans, liquid, toxic, flammable, n.o.s. or Mercaptan mixtures, liquid, toxic, flammable, n.o.s., flashpoint not less than 23 °C",,,,
3072,9,"Life-saving appliances, not self-inflating containing dangerous goods as equipment",,,,
3073,6.1,"Vinylpyridines, inhibited",,,,
3077,9,"Environmentally hazardous substance, solid, n.o.s. (not including waste)",,,,
3078,4.3,"Cerium, turnings or gritty powder",,,,
3079,3,"Methacrylonitrile, inhibited",,,,
3080,6.1,"Isocyanates, toxic, flammable, n.o.s. or Isocyanate solutions, toxic, flammable, n.o.s. flashpoint not less than 23 °C but not more than 61 °C and boiling point less than 300 °C",,,,
3082,9,"Environmentally hazardous substance, liquid, n.o.s.",,,,
3083,2.3,Perchloryl fluoride,,,,
3084,8,"Corrosive solid, oxidizing, n.o.s.",,,,
3085,5.1,"Oxidizing solid, corrosive, n.o.s.",,,,
3086,6.1,"Toxic solid, oxidizing, n.o.s.",,,,
3087,5.1,"Oxidizing solid, toxic, n.o.s.",,,,
3088,4.2,"Self-heating solid, organic, n.o.s.",,,,
3089,4.1,"Metal powder, flammable, n.o.s.",,,,
3090,9,Lithium metal batteries,,,,
3091,9,Lithium metal batteries contained in equipment or Lithium metal batteries packed with equipment,,,,
3092,3,1-Methoxy-2-propanol,,,,
3093,8,"Corrosive liquid, oxidizing, n.o.s.",,,,
3094,8,"Corrosive liquid, water-reactive, n.o.s.",,,,
3095,8,"Corrosive solid, self-heating, n.o.s.",,,,
3096,8,"Corrosive solids, water-reactive, n.o.s.",,,,
3097,4.1,"Flammable solid, oxidizing, n.o.s.",,,,
3098,5.1,"Oxidizing liquid, corrosive, n.o.s.",,,,
3099,5.1,"Oxidizing liquid, toxic, n.o.s.",,,,
3100,5.1,"Oxidizing solid, self-heating, n.o.s.",,,,
3101,5.2,"Organic peroxide type B, liquid",,,,
3102,5.2,"Organic peroxide type B, solid",,,,
3103,5.2,"Organic peroxide type C, liquid",,,,
3104,5.2,"Organic peroxide type C, solid",,,,
3105,5.2,"Organic peroxide type D, liquid",,,,
3106,5.2,"Organic peroxide type D, solid",,,,
3107,5.2,"Organic peroxide type E, liquid",,,,
3108,5.2,"Organic peroxide type E, solid",,,,
3109,5.2,"Organic peroxide type F, liquid",,,,
3110,5.2,"Organic peroxide type F, solid",,,,
3111,5.2,"Organic peroxide type B, liquid, temperature controlled",,,,
3112,5.2,"Organic peroxide type B, solid, temperature controlled",,,,
3113,5.2,"Organic peroxide type C, liquid, temperature controlled",,,,
3114,5.2,"Organic peroxide type C, solid, temperature controlled",,,,
3115,5.2,"Organic peroxide type D, liquid, temperature controlled",,,,
3116,5.2,"Organic peroxide type D, solid, temperature controlled",,,,
3117,5.2,"Organic peroxide type E, liquid, temperature controlled",,,,
3118,5.2,"Organic peroxide type E, solid, temperature controlled",,,,
3119,5.2,"Organic peroxide type F, liquid, temperature controlled",,,,
3120,5.2,"Organic peroxide type F, solid, temperature controlled",,,,
3121,5.1,"Oxidizing solid, water-reactive, n.o.s.",,,,
3122,6.1,"Toxic liquids, oxidizing, n.o.s. or Toxic liquids, oxidizing, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B",,,,
3123,6.1,"Toxic liquids, water-reactive, n.o.s. or Toxic liquids, water-reactive, n.o.s. Inhalation Hazard, Packing Group I, Zone A or B",,,,
3124,6.1,"Toxic solids, self-heating, n.o.s.",,,,
3125,6.1,"Toxic solids, water-reactive, n.o.s.",,,,
3126,4.2,"Self-heating solid, corrosive, organic, n.o.s.",,,,
3127,4.2,"Self-heating solid, oxidizing, n.o.s.",,,,
3128,4.2,"Self-heating solid, toxic, organic, n.o.s.",,,,
3129,4.3,"Water-reactive liquid, corrosive, n.o.s.",,,,
3130,4.3,"Water-reactive liquid, toxic, n.o.s.",,,,
3131,4.3,"Water-reactive solid, corrosive, n.o.s.",,,,
3132,4.3,"Water-reactive solid, flammable, n.o.s.",,,,
3133,4.3,"Water-reactive solid, oxidizing, n.o.s.",,,,
3134,4.3,"Water-reactive solid, toxic, n.o.s.",,,,
3135,4.3,"Water-reactive solid, self-heating, n.o.s.",,,,
3136,2.2,"Trifluoromethane, refrigerated liquid",,,,
3137,5.1,"Oxidizing solid, flammable, n.o.s.",,,,
3138,2.1,"Ethylene, acetylene and propylene mixture, refrigerated liquid, with not less than 71,5% ethylene, not more than 22,5% acetylene and not more than 6% propylene",,,,
3139,5.1,"Oxidizing liquid, n.o.s.",,,,
3140,6.1,"Alkaloids, liquid, n.o.s. or Alkaloid salts, liquid, n.o.s.",,,,
3141,6.1,"Antimony compound, inorganic, liquid, n.o.s.",,,,
3142,6.1,"Disinfectant, liquid, toxic, n.o.s.",,,,
3143,6.1,"Dye, solid, toxic, n.o.s. or Dye intermediate, solid, toxic, n.o.s.",,,,
3144,6.1,"Nicotine compound, liquid, n.o.s. or Nicotine preparation, liquid, n.o.s.",,,,
3145,8,"Alkylphenols, liquid, n.o.s. (including C2-C12 homologues)",,,,
3146,6.1,"Organotin compounds, solid, n.o.s.",,,,
3147,8,"Dye, solid, corrosive, n.o.s. or Dye intermediate, solid, corrosive, n.o.s.",,,,
3148,4.3,"Water-reactive liquid, n.o.s.",,,,
3149,5.1,"Hydrogen peroxide and peroxyacetic acid mixtures, stabilized, with acids, water, and not more than 5 percent peroxyacetic acid",,,,
3150,2.1,"Devices, small, hydrocarbon gas powered or Hydrocarbon gas refills for small devices, with release device",,,,
3151,9,"Polyhalogenated biphenyls, liquid or Polyhalogenated terphenyls, liquid",,,,
